pw2DFit
283.80191,0.017448092,0.23643526,0.039977461,0.039977461,4.9996796,0.0049930648,1,5.8688124e-07,5.8688124e-07,0.0095240278,0,0,0,1,117
284.68234,0.04851285,0.22387092,0.022457493,0.022457493,2.9998317,0.0045302915,1,1.5102988e-06,1.5102988e-06,0.027013095,0,0,0,2,119
285.20261,0.014442604,0.22560109,0.030391186,0.030391186,3.9997687,0.0044428627,1,4.5879437e-07,4.5879437e-07,0.0083674444,0,0,0,1,119
286.24313,0.023099763,0.21348247,0.015320658,0.015320658,1.9998827,0.0047556772,1,6.5577996e-07,6.5577996e-07,0.01117335,0,0,0,4,124
286.72336,0.013968513,0.21577825,1.4206451,1.4206451,1.015793,16.764746,1,0.00085959391,0.00085959391,0.004035397,0,0,0,1,124
287.64383,0.013186282,0.21317734,0.0077546127,0.0077546127,0.99993986,0.0048731533,1,6.7343557e-08,6.7343557e-08,0.0011197565,0,0,0,2,133
289.16458,0.015488212,0.29229671,0.012962784,0.012962784,1.9999142,0.0033226297,1,8.9404161e-08,8.9404161e-08,0.0021802858,0,0,0,2,171
290.16507,0.020387383,0.45460364,0.052308973,0.052308973,6.9993382,0.0081113428,1,1.530749e-06,1.530749e-06,0.015291457,0,0,0,2,191
291.64581,0.024998806,0.72837466,10.60523,10.60523,0.1855676,89.98156,1,0.010313444,0.010313444,4.6940122e-06,0,0,0,1,209
293.56677,0.023640312,1.1496792,6.427237,6.427237,3.1485586,48.915871,1,0.0046672933,0.0046672933,0.005754807,0,0,0,3,249
297.76889,0.02543756,2.0235858,29.610764,29.610764,11.688268,71.161148,1,0.031168647,0.031168647,0.015039122,0,0,0,4,325
303.09155,0.018990226,2.9214482,29.661249,29.661249,10.772689,48.837116,1,0.032986112,0.032986112,0.040785119,0,0,0,2,382
312.53625,0.017864924,5.3668461,36.986797,36.986797,11.730722,41.147598,1,0.042878587,0.042878587,0.069395877,0,0,0,4,449
