eV_,TotalSpec_NEXAFS,E_55,ZnPc_55
291.42571286,2.7180524e+09,327.30051,0.99443138
291.44572286,2.7250258e+09,327.40009,0.98965633
291.46573287,2.7318843e+09,327.49854,0.99112678
291.48574287,2.738623e+09,327.60007,0.99053484
291.50575288,2.7452367e+09,327.69958,0.98971522
291.52576288,2.7517215e+09,327.7966,0.98614603
291.54577289,2.7580726e+09,327.89981,0.98718411
291.56578289,2.7642852e+09,327.99982,0.98709905
291.5857929,2.7703544e+09,328.10031,0.98536122
291.6058029,2.776276e+09,328.19974,0.98082483
291.62581291,2.7820452e+09,328.29974,0.98224914
291.64582291,2.7876577e+09,328.40012,0.9805795
291.66583292,2.793109e+09,328.49939,0.97966039
291.68584292,2.7983951e+09,328.60086,0.97485667
291.70585293,2.8035118e+09,328.69815,0.97647732
291.72586293,2.8084554e+09,328.79877,0.97554159
291.74587294,2.8132219e+09,328.90033,0.97442991
291.76588294,2.8178081e+09,329.0004,0.97069198
291.78589295,2.82221e+09,329.10028,0.97144812
291.80590295,2.8264251e+09,329.20026,0.97012377
291.82591296,2.8304502e+09,329.30069,0.96648186
291.84592296,2.8342825e+09,329.39865,0.96475589
291.86593297,2.8379197e+09,329.49991,0.96381193
291.88594297,2.8413591e+09,329.59964,0.96327358
291.90595298,2.8445993e+09,329.69928,0.960109
291.92596298,2.847638e+09,329.80051,0.95840645
291.94597299,2.8504745e+09,329.89813,0.95869929
291.96598299,2.8531067e+09,330.00116,0.95732266
291.985993,2.8555341e+09,,
292.006003,2.8577562e+09,,
292.02601301,2.8597719e+09,,
292.04602301,2.8615821e+09,,
292.06603302,2.8631859e+09,,
292.08604302,2.8645844e+09,,
292.10605303,2.8657779e+09,,
292.12606303,2.8667671e+09,,
292.14607304,2.8675538e+09,,
292.16608304,2.868139e+09,,
292.18609305,2.868524e+09,,
292.20610305,2.8687112e+09,,
292.22611306,2.8687027e+09,,
292.24612306,2.8685007e+09,,
292.26613307,2.868108e+09,,
292.28614307,2.8675269e+09,,
292.30615308,2.8667607e+09,,
292.32616308,2.865812e+09,,
292.34617309,2.8646851e+09,,
292.36618309,2.8633825e+09,,
292.3861931,2.8619085e+09,,
292.4062031,2.8602665e+09,,
292.42621311,2.8584607e+09,,
292.44622311,2.8564946e+09,,
292.46623312,2.8543731e+09,,
292.48624312,2.8521001e+09,,
292.50625313,2.8496799e+09,,
292.52626313,2.8471171e+09,,
292.54627314,2.844416e+09,,
292.56628314,2.8415813e+09,,
292.58629315,2.8386176e+09,,
292.60630315,2.8355295e+09,,
292.62631316,2.832322e+09,,
292.64632316,2.8289992e+09,,
292.66633317,2.8255665e+09,,
292.68634317,2.8220278e+09,,
292.70635318,2.818389e+09,,
292.72636318,2.8146537e+09,,
292.74637319,2.8108273e+09,,
292.76638319,2.806914e+09,,
292.7863932,2.8029184e+09,,
292.8064032,2.7988454e+09,,
292.82641321,2.7946998e+09,,
292.84642321,2.7904852e+09,,
292.86643322,2.7862067e+09,,
292.88644322,2.7818683e+09,,
292.90645323,2.7774746e+09,,
292.92646323,2.7730294e+09,,
292.94647324,2.7685366e+09,,
292.96648324,2.764001e+09,,
292.98649325,2.759426e+09,,
293.00650325,2.7548155e+09,,
293.02651326,2.7501737e+09,,
293.04652326,2.7455037e+09,,
293.06653327,2.7408092e+09,,
293.08654327,2.7360937e+09,,
293.10655328,2.7313603e+09,,
293.12656328,2.7266125e+09,,
293.14657329,2.7218534e+09,,
293.16658329,2.7170862e+09,,
293.1865933,2.7123139e+09,,
293.2066033,2.7075389e+09,,
293.22661331,2.702764e+09,,
293.24662331,2.6979924e+09,,
293.26663332,2.693226e+09,,
293.28664332,2.6884675e+09,,
293.30665333,2.6837192e+09,,
293.32666333,2.6789837e+09,,
293.34667334,2.6742625e+09,,
293.36668334,2.6695578e+09,,
293.38669335,2.6648719e+09,,
293.40670335,2.6602063e+09,,
293.42671336,2.6555633e+09,,
293.44672336,2.650944e+09,,
293.46673337,2.6463508e+09,,
293.48674337,2.6417843e+09,,
293.50675338,2.6372465e+09,,
293.52676338,2.6327388e+09,,
293.54677339,2.6282624e+09,,
293.56678339,2.6238188e+09,,
293.5867934,2.6194089e+09,,
293.6068034,2.6150339e+09,,
293.62681341,2.6106952e+09,,
293.64682341,2.6063933e+09,,
293.66683342,2.6021299e+09,,
293.68684342,2.5979049e+09,,
293.70685343,2.5937201e+09,,
293.72686343,2.5895757e+09,,
293.74687344,2.585473e+09,,
293.76688344,2.5814124e+09,,
293.78689345,2.5773947e+09,,
293.80690345,2.5734205e+09,,
293.82691346,2.5694907e+09,,
293.84692346,2.5656056e+09,,
293.86693347,2.5617661e+09,,
293.88694347,2.5579725e+09,,
293.90695348,2.5542254e+09,,
293.92696348,2.5505254e+09,,
293.94697349,2.5468733e+09,,
293.96698349,2.5432689e+09,,
293.9869935,2.5397133e+09,,
294.0070035,2.5362066e+09,,
294.02701351,2.5327493e+09,,
294.04702351,2.529342e+09,,
294.06703352,2.525985e+09,,
294.08704352,2.5226785e+09,,
294.10705353,2.5194235e+09,,
294.12706353,2.5162196e+09,,
294.14707354,2.513068e+09,,
294.16708354,2.5099684e+09,,
294.18709355,2.506922e+09,,
294.20710355,2.5039286e+09,,
294.22711356,2.5009887e+09,,
294.24712356,2.4981025e+09,,
294.26713357,2.4952709e+09,,
294.28714357,2.4924938e+09,,
294.30715358,2.4897718e+09,,
294.32716358,2.4871053e+09,,
294.34717359,2.4844948e+09,,
294.36718359,2.4819405e+09,,
294.3871936,2.4794427e+09,,
294.4072036,2.4770017e+09,,
294.42721361,2.4746186e+09,,
294.44722361,2.4722934e+09,,
294.46723362,2.4700257e+09,,
294.48724362,2.4678175e+09,,
294.50725363,2.4656673e+09,,
294.52726363,2.4635773e+09,,
294.54727364,2.4615465e+09,,
294.56728364,2.4595761e+09,,
294.58729365,2.4576663e+09,,
294.60730365,2.4558172e+09,,
294.62731366,2.4540293e+09,,
294.64732366,2.4523034e+09,,
294.66733367,2.4506391e+09,,
294.68734367,2.4490373e+09,,
294.70735368,2.447498e+09,,
294.72736368,2.4460221e+09,,
294.74737369,2.444609e+09,,
294.76738369,2.4432602e+09,,
294.7873937,2.441975e+09,,
294.8074037,2.4407544e+09,,
294.82741371,2.4395981e+09,,
294.84742371,2.4385068e+09,,
294.86743372,2.4374804e+09,,
294.88744372,2.4365199e+09,,
294.90745373,2.4356247e+09,,
294.92746373,2.4347953e+09,,
294.94747374,2.4340321e+09,,
294.96748374,2.4333353e+09,,
294.98749375,2.4327045e+09,,
295.00750375,2.4321403e+09,,
295.02751376,2.4316431e+09,,
295.04752376,2.4312128e+09,,
295.06753377,2.4308495e+09,,
295.08754377,2.4305526e+09,,
295.10755378,2.4303232e+09,,
295.12756378,2.4301609e+09,,
295.14757379,2.4300657e+09,,
295.16758379,2.4300375e+09,,
295.1875938,2.4300762e+09,,
295.2076038,2.4301821e+09,,
295.22761381,2.4303547e+09,,
295.24762381,2.430594e+09,,
295.26763382,2.4309005e+09,,
295.28764382,2.431273e+09,,
295.30765383,2.431712e+09,,
295.32766383,2.4322168e+09,,
295.34767384,2.4327877e+09,,
295.36768384,2.4334239e+09,,
295.38769385,2.4341256e+09,,
295.40770385,2.434892e+09,,
295.42771386,2.435723e+09,,
295.44772386,2.436618e+09,,
295.46773387,2.4375772e+09,,
295.48774387,2.4385992e+09,,
295.50775388,2.4396844e+09,,
295.52776388,2.4408317e+09,,
295.54777389,2.4420408e+09,,
295.56778389,2.4433114e+09,,
295.5877939,2.4446423e+09,,
295.6078039,2.4460334e+09,,
295.62781391,2.4474839e+09,,
295.64782391,2.448993e+09,,
295.66783392,2.4505603e+09,,
295.68784392,2.4521846e+09,,
295.70785393,2.4538657e+09,,
295.72786393,2.4556022e+09,,
295.74787394,2.4573937e+09,,
295.76788394,2.4592394e+09,,
295.78789395,2.4611379e+09,,
295.80790395,2.4630894e+09,,
295.82791396,2.4650916e+09,,
295.84792396,2.4671447e+09,,
295.86793397,2.469247e+09,,
295.88794397,2.4713976e+09,,
295.90795398,2.4735956e+09,,
295.92796398,2.4758403e+09,,
295.94797399,2.4781299e+09,,
295.96798399,2.4804639e+09,,
295.987994,2.4828411e+09,,
296.008004,2.4852598e+09,,
296.02801401,2.4877199e+09,,
296.04802401,2.490219e+09,,
296.06803402,2.4927567e+09,,
296.08804402,2.4953318e+09,,
296.10805403,2.4979425e+09,,
296.12806403,2.500588e+09,,
296.14807404,2.5032668e+09,,
296.16808404,2.5059779e+09,,
296.18809405,2.5087196e+09,,
296.20810405,2.5114906e+09,,
296.22811406,2.5142899e+09,,
296.24812406,2.5171162e+09,,
296.26813407,2.5199675e+09,,
296.28814407,2.5228431e+09,,
296.30815408,2.5257413e+09,,
296.32816408,2.5286605e+09,,
296.34817409,2.5315999e+09,,
296.36818409,2.5345572e+09,,
296.3881941,2.5375319e+09,,
296.4082041,2.540522e+09,,
296.42821411,2.5435261e+09,,
296.44822411,2.5465431e+09,,
296.46823412,2.5495716e+09,,
296.48824412,2.552609e+09,,
296.50825413,2.5556554e+09,,
296.52826413,2.5587085e+09,,
296.54827414,2.5617669e+09,,
296.56828414,2.5648292e+09,,
296.58829415,2.567894e+09,,
296.60830415,2.5709599e+09,,
296.62831416,2.5740252e+09,,
296.64832416,2.5770885e+09,,
296.66833417,2.5801487e+09,,
296.68834417,2.5832038e+09,,
296.70835418,2.5862528e+09,,
296.72836418,2.5892943e+09,,
296.74837419,2.5923267e+09,,
296.76838419,2.5953482e+09,,
296.7883942,2.598358e+09,,
296.8084042,2.6013548e+09,,
296.82841421,2.6043364e+09,,
296.84842421,2.6073019e+09,,
296.86843422,2.61025e+09,,
296.88844422,2.6131794e+09,,
296.90845423,2.6160886e+09,,
296.92846423,2.6189765e+09,,
296.94847424,2.6218412e+09,,
296.96848424,2.624682e+09,,
296.98849425,2.6274975e+09,,
297.00850425,2.6302858e+09,,
297.02851426,2.6330468e+09,,
297.04852426,2.6357786e+09,,
297.06853427,2.6384799e+09,,
297.08854427,2.6411497e+09,,
297.10855428,2.6437868e+09,,
297.12856428,2.64639e+09,,
297.14857429,2.6489587e+09,,
297.16858429,2.6514911e+09,,
297.1885943,2.6539858e+09,,
297.2086043,2.6564429e+09,,
297.22861431,2.6588605e+09,,
297.24862431,2.6612383e+09,,
297.26863432,2.663574e+09,,
297.28864432,2.665868e+09,,
297.30865433,2.6681188e+09,,
297.32866433,2.6703255e+09,,
297.34867434,2.6724874e+09,,
297.36868434,2.674603e+09,,
297.38869435,2.6766723e+09,,
297.40870435,2.6786944e+09,,
297.42871436,2.6806676e+09,,
297.44872436,2.6825923e+09,,
297.46873437,2.6844675e+09,,
297.48874437,2.686292e+09,,
297.50875438,2.6880653e+09,,
297.52876438,2.6897869e+09,,
297.54877439,2.6914563e+09,,
297.56878439,2.6930729e+09,,
297.5887944,2.6946358e+09,,
297.6088044,2.6961449e+09,,
297.62881441,2.6975995e+09,,
297.64882441,2.6989993e+09,,
297.66883442,2.7003436e+09,,
297.68884442,2.701632e+09,,
297.70885443,2.7028644e+09,,
297.72886443,2.7040404e+09,,
297.74887444,2.7051597e+09,,
297.76888444,2.7062218e+09,,
297.78889445,2.7072266e+09,,
297.80890445,2.7081736e+09,,
297.82891446,2.7090632e+09,,
297.84892446,2.7098947e+09,,
297.86893447,2.7106683e+09,,
297.88894447,2.7113836e+09,,
297.90895448,2.7120407e+09,,
297.92896448,2.7126395e+09,,
297.94897449,2.7131802e+09,,
297.96898449,2.7136622e+09,,
297.9889945,2.7140861e+09,,
298.0090045,2.714452e+09,,
298.02901451,2.7147597e+09,,
298.04902451,2.7150093e+09,,
298.06903452,2.7152013e+09,,
298.08904452,2.7153352e+09,,
298.10905453,2.715412e+09,,
298.12906453,2.7154314e+09,,
298.14907454,2.7153938e+09,,
298.16908454,2.7152996e+09,,
298.18909455,2.7151488e+09,,
298.20910455,2.7149422e+09,,
298.22911456,2.7146793e+09,,
298.24912456,2.7143616e+09,,
298.26913457,2.7139886e+09,,
298.28914457,2.7135613e+09,,
298.30915458,2.7130796e+09,,
298.32916458,2.7125445e+09,,
298.34917459,2.711956e+09,,
298.36918459,2.7113149e+09,,
298.3891946,2.7106217e+09,,
298.4092046,2.709877e+09,,
298.42921461,2.7090813e+09,,
298.44922461,2.708235e+09,,
298.46923462,2.707339e+09,,
298.48924462,2.7063941e+09,,
298.50925463,2.7054003e+09,,
298.52926463,2.7043584e+09,,
298.54927464,2.7032696e+09,,
298.56928464,2.7021343e+09,,
298.58929465,2.7009531e+09,,
298.60930465,2.6997268e+09,,
298.62931466,2.6984561e+09,,
298.64932466,2.6971418e+09,,
298.66933467,2.6957844e+09,,
298.68934467,2.6943854e+09,,
298.70935468,2.6929449e+09,,
298.72936468,2.6914639e+09,,
298.74937469,2.6899433e+09,,
298.76938469,2.6883835e+09,,
298.7893947,2.686786e+09,,
298.8094047,2.6851512e+09,,
298.82941471,2.6834801e+09,,
298.84942471,2.6817733e+09,,
298.86943472,2.680032e+09,,
298.88944472,2.6782572e+09,,
298.90945473,2.6764493e+09,,
298.92946473,2.6746092e+09,,
298.94947474,2.672738e+09,,
298.96948474,2.6708367e+09,,
298.98949475,2.668906e+09,,
299.00950475,2.6669471e+09,,
299.02951476,2.6649605e+09,,
299.04952476,2.6629471e+09,,
299.06953477,2.6609083e+09,,
299.08954477,2.6588444e+09,,
299.10955478,2.6567567e+09,,
299.12956478,2.6546463e+09,,
299.14957479,2.6525133e+09,,
299.16958479,2.6503596e+09,,
299.1895948,2.6481853e+09,,
299.2096048,2.6459919e+09,,
299.22961481,2.6437798e+09,,
299.24962481,2.6415503e+09,,
299.26963482,2.6393042e+09,,
299.28964482,2.6370422e+09,,
299.30965483,2.6347653e+09,,
299.32966483,2.6324744e+09,,
299.34967484,2.6301706e+09,,
299.36968484,2.6278543e+09,,
299.38969485,2.6255268e+09,,
299.40970485,2.6231885e+09,,
299.42971486,2.620841e+09,,
299.44972486,2.6184845e+09,,
299.46973487,2.6161201e+09,,
299.48974487,2.6137487e+09,,
299.50975488,2.6113708e+09,,
299.52976488,2.6089876e+09,,
299.54977489,2.6065994e+09,,
299.56978489,2.6042076e+09,,
299.5897949,2.601813e+09,,
299.6098049,2.5994156e+09,,
299.62981491,2.5970171e+09,,
299.64982491,2.5946176e+09,,
299.66983492,2.5922181e+09,,
299.68984492,2.5898194e+09,,
299.70985493,2.587422e+09,,
299.72986493,2.5850271e+09,,
299.74987494,2.582635e+09,,
299.76988494,2.5802463e+09,,
299.78989495,2.5778619e+09,,
299.80990495,2.5754824e+09,,
299.82991496,2.5731085e+09,,
299.84992496,2.5707407e+09,,
299.86993497,2.5683799e+09,,
299.88994497,2.5660265e+09,,
299.90995498,2.563681e+09,,
299.92996498,2.5613443e+09,,
299.94997499,2.5590167e+09,,
299.96998499,2.5566991e+09,,
299.989995,2.5543916e+09,,
300.010005,2.5520952e+09,,
300.03001501,2.5498099e+09,,
300.05002501,2.5475366e+09,,
300.07003502,2.5452754e+09,,
300.09004502,2.5430272e+09,,
300.11005503,2.5407923e+09,,
300.13006503,2.538571e+09,,
300.15007504,2.536364e+09,,
300.17008504,2.5341716e+09,,
300.19009505,2.5319941e+09,,
300.21010505,2.5298319e+09,,
300.23011506,2.5276851e+09,,
300.25012506,2.5255549e+09,,
300.27013507,2.5234412e+09,,
300.29014507,2.5213435e+09,,
300.31015508,2.5192635e+09,,
300.33016508,2.5172004e+09,,
300.35017509,2.5151549e+09,,
300.37018509,2.5131274e+09,,
300.3901951,2.5111183e+09,,
300.4102051,2.5091274e+09,,
300.43021511,2.5071549e+09,,
300.45022511,2.5052012e+09,,
300.47023512,2.5032666e+09,,
300.49024512,2.5013509e+09,,
300.51025513,2.4994545e+09,,
300.53026513,2.497578e+09,,
300.55027514,2.4957204e+09,,
300.57028514,2.4938829e+09,,
300.59029515,2.4920653e+09,,
300.61030515,2.4902671e+09,,
300.63031516,2.488489e+09,,
300.65032516,2.4867313e+09,,
300.67033517,2.484993e+09,,
300.69034517,2.4832753e+09,,
300.71035518,2.4815775e+09,,
300.73036518,2.4798999e+09,,
300.75037519,2.4782423e+09,,
300.77038519,2.4766047e+09,,
300.7903952,2.4749875e+09,,
300.8104052,2.4733901e+09,,
300.83041521,2.4718126e+09,,
300.85042521,2.4702551e+09,,
300.87043522,2.4687176e+09,,
300.89044522,2.4671992e+09,,
300.91045523,2.4657009e+09,,
300.93046523,2.464222e+09,,
300.95047524,2.4627625e+09,,
300.97048524,2.4613217e+09,,
300.99049525,2.4599007e+09,,
301.01050525,2.4584983e+09,,
301.03051526,2.4571146e+09,,
301.05052526,2.4557494e+09,,
301.07053527,2.4544026e+09,,
301.09054527,2.4530739e+09,,
301.11055528,2.4517635e+09,,
301.13056528,2.4504704e+09,,
301.15057529,2.449195e+09,,
301.17058529,2.4479368e+09,,
301.1905953,2.4466957e+09,,
301.2106053,2.4454712e+09,,
301.23061531,2.4442634e+09,,
301.25062531,2.4430717e+09,,
301.27063532,2.4418959e+09,,
301.29064532,2.4407357e+09,,
301.31065533,2.4395909e+09,,
301.33066533,2.4384612e+09,,
301.35067534,2.4373463e+09,,
301.37068534,2.4362455e+09,,
301.39069535,2.435159e+09,,
301.41070535,2.4340864e+09,,
301.43071536,2.4330271e+09,,
301.45072536,2.4319808e+09,,
301.47073537,2.4309473e+09,,
301.49074537,2.4299261e+09,,
301.51075538,2.428917e+09,,
301.53076538,2.4279194e+09,,
301.55077539,2.4269335e+09,,
301.57078539,2.4259581e+09,,
301.5907954,2.4249933e+09,,
301.6108054,2.4240387e+09,,
301.63081541,2.4230938e+09,,
301.65082541,2.4221586e+09,,
301.67083542,2.4212321e+09,,
301.69084542,2.4203141e+09,,
301.71085543,2.4194045e+09,,
301.73086543,2.4185027e+09,,
301.75087544,2.4176082e+09,,
301.77088544,2.4167206e+09,,
301.79089545,2.4158397e+09,,
301.81090545,2.4149647e+09,,
301.83091546,2.4140959e+09,,
301.85092546,2.4132321e+09,,
301.87093547,2.4123732e+09,,
301.89094547,2.411519e+09,,
301.91095548,2.4106685e+09,,
301.93096548,2.4098222e+09,,
301.95097549,2.4089789e+09,,
301.97098549,2.4081382e+09,,
301.9909955,2.4073004e+09,,
302.0110055,2.406464e+09,,
302.03101551,2.4056294e+09,,
302.05102551,2.4047959e+09,,
302.07103552,2.4039634e+09,,
302.09104552,2.4031309e+09,,
302.11105553,2.4022984e+09,,
302.13106553,2.4014656e+09,,
302.15107554,2.4006316e+09,,
302.17108554,2.3997962e+09,,
302.19109555,2.3989591e+09,,
302.21110555,2.3981199e+09,,
302.23111556,2.3972782e+09,,
302.25112556,2.3964334e+09,,
302.27113557,2.395585e+09,,
302.29114557,2.3947331e+09,,
302.31115558,2.393877e+09,,
302.33116558,2.3930163e+09,,
302.35117559,2.3921505e+09,,
302.37118559,2.3912794e+09,,
302.3911956,2.3904026e+09,,
302.4112056,2.3895194e+09,,
302.43121561,2.38863e+09,,
302.45122561,2.3877338e+09,,
302.47123562,2.3868303e+09,,
302.49124562,2.385919e+09,,
302.51125563,2.3849994e+09,,
302.53126563,2.3840719e+09,,
302.55127564,2.3831355e+09,,
302.57128564,2.3821901e+09,,
302.59129565,2.3812352e+09,,
302.61130565,2.3802706e+09,,
302.63131566,2.3792957e+09,,
302.65132566,2.3783107e+09,,
302.67133567,2.3773146e+09,,
302.69134567,2.3763077e+09,,
302.71135568,2.3752893e+09,,
302.73136568,2.3742589e+09,,
302.75137569,2.3732168e+09,,
302.77138569,2.372162e+09,,
302.7913957,2.3710948e+09,,
302.8114057,2.3700145e+09,,
302.83141571,2.3689211e+09,,
302.85142571,2.3678141e+09,,
302.87143572,2.3666934e+09,,
302.89144572,2.3655583e+09,,
302.91145573,2.3644091e+09,,
302.93146573,2.3632456e+09,,
302.95147574,2.3620669e+09,,
302.97148574,2.360873e+09,,
302.99149575,2.3596639e+09,,
303.01150575,2.3584392e+09,,
303.03151576,2.3571983e+09,,
303.05152576,2.3559419e+09,,
303.07153577,2.3546691e+09,,
303.09154577,2.3533796e+09,,
303.11155578,2.3520735e+09,,
303.13156578,2.3507507e+09,,
303.15157579,2.3494106e+09,,
303.17158579,2.3480532e+09,,
303.1915958,2.3466783e+09,,
303.2116058,2.3452859e+09,,
303.23161581,2.3438756e+09,,
303.25162581,2.3424471e+09,,
303.27163582,2.3410007e+09,,
303.29164582,2.3395361e+09,,
303.31165583,2.3380529e+09,,
303.33166583,2.3365512e+09,,
303.35167584,2.3350308e+09,,
303.37168584,2.3334915e+09,,
303.39169585,2.3319334e+09,,
303.41170585,2.3303562e+09,,
303.43171586,2.3287596e+09,,
303.45172586,2.3271439e+09,,
303.47173587,2.3255089e+09,,
303.49174587,2.3238543e+09,,
303.51175588,2.3221801e+09,,
303.53176588,2.3204864e+09,,
303.55177589,2.3187732e+09,,
303.57178589,2.3170401e+09,,
303.5917959,2.3152868e+09,,
303.6118059,2.313514e+09,,
303.63181591,2.3117215e+09,,
303.65182591,2.309909e+09,,
303.67183592,2.3080765e+09,,
303.69184592,2.3062239e+09,,
303.71185593,2.3043512e+09,,
303.73186593,2.3024589e+09,,
303.75187594,2.300546e+09,,
303.77188594,2.2986135e+09,,
303.79189595,2.296661e+09,,
303.81190595,2.2946883e+09,,
303.83191596,2.2926958e+09,,
303.85192596,2.2906831e+09,,
303.87193597,2.2886508e+09,,
303.89194597,2.2865984e+09,,
303.91195598,2.2845261e+09,,
303.93196598,2.2824338e+09,,
303.95197599,2.280322e+09,,
303.97198599,2.2781906e+09,,
303.991996,2.2760397e+09,,
304.012006,2.2738691e+09,,
304.03201601,2.2716787e+09,,
304.05202601,2.2694692e+09,,
304.07203602,2.2672404e+09,,
304.09204602,2.2649923e+09,,
304.11205603,2.2627251e+09,,
304.13206603,2.260439e+09,,
304.15207604,2.2581338e+09,,
304.17208604,2.25581e+09,,
304.19209605,2.2534674e+09,,
304.21210605,2.2511063e+09,,
304.23211606,2.2487268e+09,,
304.25212606,2.2463291e+09,,
304.27213607,2.243913e+09,,
304.29214607,2.2414792e+09,,
304.31215608,2.2390272e+09,,
304.33216608,2.2365578e+09,,
304.35217609,2.2340708e+09,,
304.37218609,2.2315663e+09,,
304.3921961,2.2290447e+09,,
304.4122061,2.2265062e+09,,
304.43221611,2.2239506e+09,,
304.45222611,2.2213786e+09,,
304.47223612,2.2187896e+09,,
304.49224612,2.2161848e+09,,
304.51225613,2.2135636e+09,,
304.53226613,2.2109266e+09,,
304.55227614,2.2082739e+09,,
304.57228614,2.2056059e+09,,
304.59229615,2.2029222e+09,,
304.61230615,2.2002237e+09,,
304.63231616,2.1975101e+09,,
304.65232616,2.194782e+09,,
304.67233617,2.1920394e+09,,
304.69234617,2.1892828e+09,,
304.71235618,2.1865121e+09,,
304.73236618,2.1837276e+09,,
304.75237619,2.1809298e+09,,
304.77238619,2.1781187e+09,,
304.7923962,2.1752945e+09,,
304.8124062,2.1724575e+09,,
304.83241621,2.1696082e+09,,
304.85242621,2.1667464e+09,,
304.87243622,2.1638728e+09,,
304.89244622,2.1609871e+09,,
304.91245623,2.1580902e+09,,
304.93246623,2.1551821e+09,,
304.95247624,2.1522629e+09,,
304.97248624,2.1493332e+09,,
304.99249625,2.146393e+09,,
305.01250625,2.1434427e+09,,
305.03251626,2.1404823e+09,,
305.05252626,2.1375124e+09,,
305.07253627,2.1345335e+09,,
305.09254627,2.1315452e+09,,
305.11255628,2.1285482e+09,,
305.13256628,2.1255429e+09,,
305.15257629,2.1225294e+09,,
305.17258629,2.1195078e+09,,
305.1925963,2.1164788e+09,,
305.2126063,2.1134426e+09,,
305.23261631,2.1103991e+09,,
305.25262631,2.1073491e+09,,
305.27263632,2.1042925e+09,,
305.29264632,2.1012298e+09,,
305.31265633,2.0981614e+09,,
305.33266633,2.0950874e+09,,
305.35267634,2.0920081e+09,,
305.37268634,2.0889239e+09,,
305.39269635,2.0858351e+09,,
305.41270635,2.082742e+09,,
305.43271636,2.0796448e+09,,
305.45272636,2.0765437e+09,,
305.47273637,2.0734395e+09,,
305.49274637,2.070332e+09,,
305.51275638,2.0672216e+09,,
305.53276638,2.0641091e+09,,
305.55277639,2.0609939e+09,,
305.57278639,2.0578771e+09,,
305.5927964,2.0547587e+09,,
305.6128064,2.0516389e+09,,
305.63281641,2.0485181e+09,,
305.65282641,2.0453967e+09,,
305.67283642,2.0422751e+09,,
305.69284642,2.0391532e+09,,
305.71285643,2.0360315e+09,,
305.73286643,2.0329103e+09,,
305.75287644,2.0297901e+09,,
305.77288644,2.0266711e+09,,
305.79289645,2.0235533e+09,,
305.81290645,2.0204375e+09,,
305.83291646,2.0173238e+09,,
305.85292646,2.0142121e+09,,
305.87293647,2.0111034e+09,,
305.89294647,2.0079974e+09,,
305.91295648,2.0048948e+09,,
305.93296648,2.0017956e+09,,
305.95297649,1.9987005e+09,,
305.97298649,1.9956093e+09,,
305.9929965,1.9925225e+09,,
306.0130065,1.9894405e+09,,
306.03301651,1.9863636e+09,,
306.05302651,1.9832919e+09,,
306.07303652,1.9802258e+09,,
306.09304652,1.9771654e+09,,
306.11305653,1.9741114e+09,,
306.13306653,1.9710637e+09,,
306.15307654,1.9680228e+09,,
306.17308654,1.9649888e+09,,
306.19309655,1.9619621e+09,,
306.21310655,1.958943e+09,,
306.23311656,1.9559316e+09,,
306.25312656,1.9529284e+09,,
306.27313657,1.9499334e+09,,
306.29314657,1.9469473e+09,,
306.31315658,1.94397e+09,,
306.33316658,1.9410017e+09,,
306.35317659,1.9380429e+09,,
306.37318659,1.9350938e+09,,
306.3931966,1.9321548e+09,,
306.4132066,1.9292257e+09,,
306.43321661,1.9263071e+09,,
306.45322661,1.9233992e+09,,
306.47323662,1.9205024e+09,,
306.49324662,1.9176166e+09,,
306.51325663,1.9147423e+09,,
306.53326663,1.9118796e+09,,
306.55327664,1.9090289e+09,,
306.57328664,1.9061903e+09,,
306.59329665,1.9033638e+09,,
306.61330665,1.9005503e+09,,
306.63331666,1.8977495e+09,,
306.65332666,1.8949617e+09,,
306.67333667,1.892187e+09,,
306.69334667,1.8894259e+09,,
306.71335668,1.8866785e+09,,
306.73336668,1.8839451e+09,,
306.75337669,1.8812257e+09,,
306.77338669,1.8785208e+09,,
306.7933967,1.8758303e+09,,
306.8134067,1.8731546e+09,,
306.83341671,1.8704937e+09,,
306.85342671,1.8678479e+09,,
306.87343672,1.8652175e+09,,
306.89344672,1.8626025e+09,,
306.91345673,1.8600033e+09,,
306.93346673,1.8574199e+09,,
306.95347674,1.8548524e+09,,
306.97348674,1.8523014e+09,,
306.99349675,1.8497665e+09,,
307.01350675,1.8472484e+09,,
307.03351676,1.8447469e+09,,
307.05352676,1.8422621e+09,,
307.07353677,1.8397944e+09,,
307.09354677,1.8373443e+09,,
307.11355678,1.834911e+09,,
307.13356678,1.8324955e+09,,
307.15357679,1.8300977e+09,,
307.17358679,1.8277174e+09,,
307.1935968,1.825355e+09,,
307.2136068,1.8230109e+09,,
307.23361681,1.8206849e+09,,
307.25362681,1.8183772e+09,,
307.27363682,1.8160878e+09,,
307.29364682,1.8138171e+09,,
307.31365683,1.8115651e+09,,
307.33366683,1.8093317e+09,,
307.35367684,1.8071173e+09,,
307.37368684,1.804922e+09,,
307.39369685,1.8027456e+09,,
307.41370685,1.8005885e+09,,
307.43371686,1.7984508e+09,,
307.45372686,1.7963323e+09,,
307.47373687,1.7942335e+09,,
307.49374687,1.7921541e+09,,
307.51375688,1.7900945e+09,,
307.53376688,1.7880545e+09,,
307.55377689,1.7860343e+09,,
307.57378689,1.784034e+09,,
307.5937969,1.7820538e+09,,
307.6138069,1.7800934e+09,,
307.63381691,1.7781531e+09,,
307.65382691,1.7762332e+09,,
307.67383692,1.7743332e+09,,
