Q,Refl_s,Refl_p
0.005,0.6811874190768156,0.8246057670563912
0.005066366366366366,0.6792713173680079,0.8225113316132598
0.005132732732732733,0.6773543266540115,0.8204157815880956
0.005199099099099099,0.6754363830478396,0.818319046066347
0.005265465465465465,0.6735174229331061,0.8162210542246833
0.005331831831831832,0.6715973829636357,0.8141217353275637
0.005398198198198198,0.6696762000634945,0.8120210187242347
0.005464564564564565,0.667753811427123,0.8099188338457919
0.005530930930930931,0.6658301545204152,0.8078151102031504
0.005597297297297297,0.663905167080886,0.8057097773839328
0.005663663663663664,0.6619787871190886,0.8036027650506661
0.00573003003003003,0.6600509529198294,0.8014940029385904
0.005796396396396396,0.6581216030436553,0.7993834208537957
0.005862762762762763,0.6561906763289055,0.7972709486717633
0.005929129129129129,0.6542581118937612,0.7951565163359161
0.005995495495495495,0.6523238491388919,0.793040053856655
0.006061861861861862,0.6503878277497416,0.790921491309978
0.006128228228228228,0.6484499877000446,0.7888007588372362
0.006194594594594595,0.6465102692548851,0.7866777866444333
0.006260960960960961,0.6445686129743428,0.7845525050019765
0.006327327327327327,0.6426249597177142,0.782424844245023
0.006393693693693693,0.640679250647367,0.7802947347732178
0.00646006006006006,0.6387314272336062,0.7781621070516068
0.006526426426426426,0.6367814312598284,0.7760268916115812
0.006592792792792793,0.6348292048272013,0.7738890190514077
0.006659159159159159,0.6328746903608162,0.771748420038067
0.006725525525525525,0.6309178306154436,0.7696050253086396
0.006791891891891892,0.6289585686819253,0.7674587656724025
0.006858258258258258,0.6269968479938345,0.7653095720128867
0.006924624624624625,0.6250326123344961,0.7631573752904272
0.006990990990990991,0.6230658058444224,0.7610021065449074
0.0070573573573573575,0.6210963730294609,0.7588436968993697
0.0071237237237237235,0.6191242587684759,0.7566820775628004
0.0071900900900900904,0.61714940832252,0.7545171798345249
0.0072564564564564565,0.6151717673436325,0.7523489351082221
0.007322822822822823,0.6131912818840178,0.7501772748759963
0.0073891891891891895,0.6112078984065019,0.7480021307339755
0.0074555555555555555,0.6092215637945909,0.7458234343871811
0.007521921921921922,0.6072322253629437,0.7436411176549167
0.0075882882882882885,0.6052398308689636,0.7414551124771444
0.0076546546546546555,0.6032443285245033,0.7392653509209766
0.0077210210210210215,0.601245667007628,0.7370717651870161
0.007787387387387388,0.5992437954755775,0.7348742876170297
0.007853753753753754,0.5972386635775965,0.7326728507013134
0.007920120120120121,0.5952302214688212,0.7304673870870649
0.007986486486486487,0.5932184198240273,0.728257829586606
0.008052852852852854,0.5912032098526612,0.7260441111868438
0.00811921921921922,0.5891845433134932,0.7238261650582491
0.008185585585585586,0.5871623725306746,0.7216039245651958
0.008251951951951952,0.5851366504097447,0.7193773232762857
0.008318318318318318,0.5831073304543138,0.7171462949752325
0.008384684684684686,0.5810743667835955,0.7149107736725432
0.008451051051051052,0.579037714150108,0.7126706936174114
0.008517417417417418,0.5769973279581526,0.7104259893103071
0.008583783783783784,0.5749531642828815,0.70817659551606
0.008650150150150152,0.5729051798900394,0.7059224472777929
0.008716516516516518,0.5708533322560082,0.7036634799308885
0.008782882882882884,0.5687975795887473,0.701399629117934
0.00884924924924925,0.5667378808494323,0.6991308308045211
0.008915615615615616,0.5646741957743312,0.6968570212949646
0.008981981981981982,0.5626064848978194,0.6945781372493403
0.009048348348348348,0.5605347095754212,0.6922941157006175
0.009114714714714714,0.5584588320086177,0.690004894073391
0.009181081081081082,0.5563788152686707,0.6877104102017499
0.009247447447447448,0.5542946233229308,0.6854106023495912
0.009313813813813814,0.5522062210602816,0.6831054092302287
0.009380180180180182,0.5501135743184699,0.6807947700277366
0.009446546546546548,0.5480166499114393,0.6784786244184067
0.009512912912912914,0.5459154156576073,0.6761569125933605
0.00957927927927928,0.5438098404087836,0.6738295752815677
0.009645645645645646,0.5416998940800337,0.6714965537740453
0.009712012012012012,0.5395855476799567,0.6691577899486444
0.009778378378378378,0.5374667733421862,0.6668132262958989
0.009844744744744744,0.5353435443569904,0.6644628059452431
0.009911111111111112,0.533215835204137,0.662106472692573
0.009977477477477478,0.5310836215865815,0.6597441710286773
0.010043843843843844,0.528946880464344,0.657375846168053
0.010110210210210212,0.5268055900899054,0.6550014440794028
0.010176576576576578,0.5246597300437574,0.6526209115162812
0.010242942942942944,0.5225092812711698,0.6502341960493376
0.01030930930930931,0.5203542261195605,0.6478412460991884
0.010375675675675676,0.5181945483765945,0.6454420109702842
0.010442042042042042,0.5160302333093266,0.6430364408859441
0.010508408408408408,0.5138612677038938,0.6406244870242633
0.010574774774774774,0.5116876399059611,0.6382061015549662
0.010641141141141142,0.509509339862314,0.635781237677605
0.010707507507507508,0.5073263591630763,0.6333498496607812
0.010773873873873874,0.5051386910841983,0.6309118928817804
0.010840240240240242,0.5029463306319639,0.6284673238687156
0.010906606606606608,0.500749274586855,0.6260161003420962
0.010972972972972974,0.4985475215492382,0.6235581812588568
0.01103933933933934,0.49634107198540034,0.6210935268568275
0.011105705705705706,0.4941299282743865,0.6186220987007025
0.011172072072072072,0.49191409475562065,0.6161438597288736
0.011238438438438438,0.4896935777773413,0.6136587743016888
0.011304804804804804,0.4874683857457133,0.6111668082509604
0.01137117117117117,0.4852385291746185,0.6086679289303251
0.011437537537537538,0.48300402073631826,0.6061621052672937
0.011503903903903904,0.48076487531251766,0.603649307815945
0.011570270270270272,0.4785211100466141,0.601129508811741
0.011636636636636638,0.4762727443959416,0.5986026822265028
0.011703003003003004,0.4740198001852175,0.5960688038254347
0.01176936936936937,0.4717623016603811,0.5935278512253063
0.011835735735735736,0.4695002755428324,0.5909798039533584
0.011902102102102102,0.4672337510848071,0.5884246435084185
0.011968468468468468,0.4649627601245377,0.5858623534222348
0.012034834834834834,0.46268733714237104,0.5832929193227523
0.0121012012012012,0.460407519317494,0.5807163289987353
0.012167567567567568,0.4581233465845871,0.5781325724651125
0.012233933933933934,0.45583486169133763,0.5755416420300468
0.012300300300300302,0.45354211025606317,0.5729435323631025
0.012366666666666668,0.4512451408256072,0.5703382405645662
0.012433033033033034,0.448944004933834,0.5677257662363866
0.0124993993993994,0.4466387571599062,0.5651061115538043
0.012565765765765766,0.4443294551869571,0.5624792813386041
0.012632132132132132,0.4420161598609004,0.5598452831334115
0.012698498498498498,0.4396989352491785,0.5572041272772157
0.012764864864864865,0.43737784869943913,0.5545558269818909
0.01283123123123123,0.43505297089856976,0.5519003984103775
0.012897597597597597,0.43272437593092333,0.5492378607550987
0.012963963963963966,0.43039214133673825,0.5465682363182144
0.013030330330330332,0.42805634817049126,0.5438915505926974
0.013096696696696698,0.42571708105823375,0.5412078323442121
0.013163063063063064,0.42337442825510746,0.5385171136942081
0.01322942942942943,0.42102848170197,0.5358194302038136
0.013295795795795796,0.41867933708157856,0.5331148209587292
0.013362162162162163,0.41632709387401573,0.5304033286547646
0.013428528528528529,0.41397185541126647,0.5276849996843089
0.013494894894894895,0.4116137289309262,0.5249598842234212
0.01356126126126126,0.40925282562906423,0.5222280363197045
0.013627627627627627,0.40688926071158504,0.5194895139804449
0.013693993993993996,0.40452315344487166,0.5167443792617616
0.013760360360360362,0.40215462720469136,0.5139926983577363
0.013826726726726728,0.3997838095239388,0.5112345416901555
0.013893093093093094,0.3974108321384299,0.5084699839982239
0.01395945945945946,0.3950358310316914,0.5056991044291552
0.014025825825825827,0.39265894647707916,0.502921986627817
0.014092192192192193,0.3902803230785571,0.5001387188271824
0.014158558558558559,0.3879001098091552,0.4973493939382981
0.014224924924924925,0.3855184600472,0.4945541096400615
0.01429129129129129,0.3831355316102825,0.49175296846864064
0.014357657657657657,0.38075148678669674,0.488946077906581
0.014424024024024026,0.37836649236385644,0.48613355047065615
0.014490390390390392,0.3759807196546497,0.4833155038001211
0.014556756756756759,0.373594344520005,0.48049206074278283
0.014623123123123125,0.3712075473888696,0.4776633494409383
0.01468948948948949,0.36882051327473697,0.47482950341571034
0.014755855855855857,0.36643343178872206,0.47199066165017495
0.014822222222222223,0.3640464971490513,0.469146968670903
0.014888588588588589,0.3616599081867523,0.4662985746278148
0.014954954954954955,0.359273868347334,0.4634456353719726
0.015021321321321321,0.3568885856886594,0.4605883125318282
0.015087687687687687,0.35450427287408603,0.45772677358658476
0.015154054054054053,0.3521211471615472,0.4548611919374979
0.015220420420420423,0.3497394303877765,0.45199174697638933
0.015286786786786789,0.34735934894790155,0.4491186241513917
0.015353153153153155,0.34498113376994205,0.44624201502935157
0.01541951951951952,0.3426050202843656,0.44336211735541886
0.015485885885885887,0.34023124838797647,0.44047913510832176
0.015552252252252253,0.3378600624029506,0.43759327855276403
0.015618618618618619,0.3354917110297044,0.4347047642872944
0.015684984984984985,0.33312644729423857,0.4318138152879552
0.01575135135135135,0.3307645284893418,0.42892066094734105
0.015817717717717717,0.32840621611018456,0.42602553710962904
0.015884084084084083,0.32605177578297606,0.4231286860994617
0.015950450450450453,0.3237014771877247,0.42023035674642345
0.01601681681681682,0.32135559397458163,0.41733080440403414
0.016083183183183185,0.3190144036728991,0.41443029096210965
0.01614954954954955,0.31667818759423066,0.4115290848541037
0.016215915915915917,0.31434723072789483,0.40862746105739217
0.016282282282282283,0.3120218216299324,0.40572570108739975
0.01634864864864865,0.30970225230458487,0.402824092984545
0.016415015015015015,0.30738881807892404,0.39992293129442685
0.01648138138138138,0.3050818174699519,0.39702251704022457
0.016547747747747747,0.30278155204431134,0.3941231576876189
0.016614114114114113,0.30048832627097705,0.3912251671020053
0.016680480480480483,0.29820244736597046,0.38832886549699547
0.01674684684684685,0.2959242251298348,0.3854345793749289
0.016813213213213215,0.29365397177773134,0.3825426414585832
0.01687957957957958,0.29139200176172675,0.3796533906137304
0.016945945945945947,0.2891386315856688,0.37676717176274593
0.017012312312312313,0.28689417961273594,0.3738843357887314
0.01707867867867868,0.2846589658652567,0.3710052394299116
0.017145045045045045,0.282433311817311,0.36813024516417486
0.01721141141141141,0.280217540180039,0.36525972108384486
0.017277777777777777,0.2780119746795511,0.36239404075972104
0.017344144144144143,0.2758169398278788,0.3595335830950219
0.017410510510510513,0.2736327606868276,0.3566787321687097
0.01747687687687688,0.27145976262500515,0.3538298770678446
0.017543243243243245,0.26929827106827775,0.3509874117094447
0.01760960960960961,0.2671486112435143,0.3481517346508464
0.017675975975975977,0.2650111079162732,0.34532324888953436
0.017742342342342343,0.2628860851222966,0.3425023616513469
0.01780870870870871,0.26077386589316803,0.3396894841675558
0.017875075075075075,0.25867477197667194,0.3368850314411063
0.01794144144144144,0.25658912355149127,0.3340894220008155
0.018007807807807807,0.25451723893743533,0.3313030776450562
0.018074174174174173,0.252459434300661,0.3285264231737859
0.018140540540540543,0.2504160233548634,0.3257598861094937
0.01820690690690691,0.24838731705858608,0.3230038964072756
0.018273273273273275,0.24637362330892404,0.32025888615374426
0.01833963963963964,0.24437524663224058,0.3175252892552089
0.018406006006006007,0.24239248787218612,0.31480354111527603
0.018472372372372373,0.2404256438756838,0.3120940783022068
0.01853873873873874,0.2384750071768921,0.30939733820566895
0.018605105105105105,0.2365408656801918,0.30671375868404877
0.01867147147147147,0.23462350234233767,0.3040437777020005
0.018737837837837838,0.23272319485442183,0.30138783295873645
0.018804204204204204,0.23084021532407728,0.2987463615075135
0.018870570570570573,0.22897482995860305,0.2961197993665443
0.01893693693693694,0.22712729874947696,0.29350858112192774
0.019003303303303305,0.22529787515890898,0.2909131395231953
0.01906966966966967,0.22348680580877645,0.28833390507137724
0.019136036036036037,0.22169433017305137,0.2857713056011219
0.019202402402402403,0.21992068027348624,0.283225765856267
0.01926876876876877,0.21816608038014035,0.28069770706060687
0.019335135135135136,0.2164307467164779,0.27818754648356514
0.0194015015015015,0.21471488717010395,0.2756956970018796
0.019467867867867868,0.21301870100976916,0.273222566658101
0.019534234234234234,0.21134237860900057,0.2707685582162951
0.019600600600600603,0.20968610117706887,0.2683340687158269
0.01966696696696697,0.2080500404979518,0.26591948902405244
0.019733333333333335,0.20643435867784574,0.2635252033887593
0.0197996996996997,0.20483920790171792,0.2611515889909592
0.019866066066066067,0.20326473019954763,0.25879901549902723
0.019932432432432434,0.2017110572228091,0.2564678446250033
0.0199987987987988,0.20017831003172085,0.254158429683983
0.020065165165165166,0.1986665988937579,0.25187111515729155
0.02013153153153153,0.19717602309403298,0.24960623626070183
0.020197897897897898,0.19570667075785445,0.24736411851806228
0.020264264264264264,0.1942586186860996,0.24514507734175492
0.020330630630630633,0.1928319322037487,0.2429494176205563
0.020396996996997,0.19142666502204347,0.2407774333160446
0.020463363363363365,0.19004285911459343,0.2386294070682095
0.02052972972972973,0.1886805446078641,0.2365056098114024
0.020596096096096098,0.18733973968640028,0.23440630040145305
0.020662462462462464,0.1860204505128534,0.23233172525457554
0.02072882882882883,0.1847226711634462,0.23028211799939943
0.020795195195195196,0.18344638357890286,0.2282576991427008
0.020861561561561562,0.18219155753091149,0.22625867574947037
0.02092792792792793,0.18095815060463305,0.22428524113861906
0.020994294294294297,0.17974610819711284,0.22233757459469222
0.021060660660660663,0.17855536353170268,0.22041584109634982
0.02112702702702703,0.17738583768875815,0.21852019106268541
0.021193393393393396,0.17623743965239708,0.21665076011764428
0.02125975975975976,0.1751100663734142,0.21480766887339922
0.021326126126126128,0.17400360284836663,0.2129910227333763
0.021392492492492494,0.17291792221447175,0.21120091171506847
0.02145885885885886,0.17185288586059802,0.2094374102938065
0.021525225225225226,0.1708083435537858,0.2077005772673114
0.021591591591591592,0.1697841335813424,0.20599045564184718
0.02165795795795796,0.1687800829081777,0.20430707254018868
0.021724324324324328,0.16779600734916783,0.20265043913180136
0.021790690690690694,0.1668317117561484,0.2010205505853622
0.02185705705705706,0.165886990219259,0.19941738604390977
0.021923423423423426,0.1649616262823353,0.19784090862290477
0.021989789789789792,0.16405539317175993,0.19629106543096958
0.022056156156156158,0.1631680540385042,0.19476778761361577
0.022122522522522524,0.16229936221290425,0.19327099041996013
0.02218888888888889,0.16144906147149476,0.19180057329200698
0.022255255255255256,0.16061688631568258,0.19035641997687927
0.022321621621621622,0.15980256226141143,0.18893839866124323
0.02238798798798799,0.15900580613954898,0.1875463621282065
0.022454354354354358,0.1582263264062205,0.18618014793599394
0.022520720720720724,0.15746382346256366,0.18483957861819253
0.02258708708708709,0.15671798998333084,0.1835244619052097
0.022653453453453456,0.15598851125365076,0.18223459096635883
0.022719819819819822,0.15527506551341863,0.18096974467222252
0.022786186186186188,0.1545773243084631,0.1797296878764377
0.022852552552552554,0.15389495284814153,0.17851417171670994
0.02291891891891892,0.15322761036839438,0.17732293393400972
0.022985285285285286,0.1525749504998584,0.17615569920959415
0.023051651651651652,0.1519366216401398,0.17501217951874914
0.02311801801801802,0.15131226732982717,0.17389207450097757
0.023184384384384388,0.15070152663135197,0.17279507184532175
0.023250750750750754,0.15010403451018497,0.17172084769036766
